fips,per_capita_health_cost,low_birthweight_percentage,food_environment,physical_exercise_opportunities,teen_births,limited_healthy_access,stis,primarycare_ratio,dentist_ratio,mentalhealth_ratio,otherproviders_ratio,disconnected_youth,unemployment,income_inequality,children_freelunches,single_parent_households,social_associations,water_violations,high_housing_costs,housing_overcrowding,segregation_black_white,segregation_nonwhite_white,homeownership,severe_ownership_cost,smoke_perc,obesity_perc,inactive_perc,drinking_perc,food_insecure_perc,preventable_hospitalization,mammogram_perc,flu_vaccine_perc,violent_crime,air_pollution,drive_alone_perc,long_commute_perc,traffic_volume,party,age_over_18,age_over_65,age_over_85,age_under_5,asian,avg_family_size,bachelors,black,hispanic,household_has_broadband,household_has_computer,household_has_smartphone,households_speak_asian_or_pac_isl,households_speak_limited_english,households_speak_other,households_speak_other_indo_euro_lang,households_speak_spanish,housing_mobile_homes,housing_one_unit_structures,housing_two_unit_structures,hs_grad,mean_household_income,median_age,median_household_income,median_individual_income,median_individual_income_age_25plus,native,other_single_race,pac_isl,per_capita_income,persons_per_household,pop,poverty,poverty_65_and_over,poverty_under_18,two_plus_races,uninsured,uninsured_65_and_older,uninsured_under_19,uninsured_under_6,veterans,white,white_not_hispanic
26093,9906,0.0603363006923838,8.9,0.887681179441556,0.00646137857804487,0.0505390491879735,0.00198786191478031,2017.5638298,1662.8173913,541.71104816,2390.3,0.0401717557251908,0.0329133628447731,3.6878956503982,0.220557947949822,0.194846826869773,7.5401658836494e-4,1,0.0924218412,0.0098903462,67.459493886,30.642997249,0.852233773531891,0.0966031388536485,0.14,0.28,0.22,0.2,0.07,3837,0.46,0.53,117,10.8,0.87,0.54,188,republican,78.3,16.5,1.5,5.1,0.9,3.07,35.4,0.6,2.4,87.2,85.4,84.1,0.7,0.3,0.4,1.7,1.6,14.6,5,85.4,95.2,104028,43.5,84221,38524,50586,0.3,0.3,0.1,40351,2.62,189754,5.2,5,6,1.5,3.6,0.1,1.4,1.1,7.3,96.3,94.3
26099,12562,0.0868394738866241,8,0.946436173122246,0.0137543673433285,0.0516152618594066,0.00400975469803472,1853.9893617,1160.1578249,536.00428922,1562.0696429,0.0640260704957707,0.0404908829293149,4.24582347723241,0.482223374965085,0.305968817431088,5.6462487447998e-4,0,0.1254469074,0.0152997241,48.983845302,38.891229185,0.729810356469301,0.123363526892436,0.19,0.32,0.25,0.22,0.12,6246,0.41,0.49,293,11,0.87,0.44,799,republican,78.8,16.6,2.2,5.5,4,3.1,24.9,11.7,2.6,86,78.5,78.9,1.9,3.2,4,6.8,1.7,26.7,3.7,73.3,89.9,79750,40.9,62855,31619,41550,0.3,0.6,0.1,32238,2.49,870325,10.6,8.2,15.2,2.4,5.2,0.5,2.6,2.4,7,81,79
26103,8229,0.0683116289696139,7.8,0.839572431682991,0.0106272380732355,0.0423971395291978,0.00399987970286608,936.64788732,1166.9473684,268.20967742,645.78640777,0.0724782067247821,0.0488248720004935,4.36564703727448,0.401386186770428,0.28176332551123,0.00159393702445039,0,0.1283151326,0.010458262,78.292206817,28.334020986,0.693317559058123,0.129357761861422,0.17,0.36,0.2,0.22,0.14,3397,0.51,0.51,193,6.6,0.8,0.17,105,democrat,82,18.4,2.3,4.8,0.9,2.91,32.9,1.7,1.5,80.4,79.8,73.2,0.7,0.5,1,1.1,1,29.2,4.5,70.8,95,67489,39.1,53970,26510,35213,0.8,0.2,0,27979,2.37,66686,15.6,6.3,16.7,3.1,4.1,0.1,1.7,1.9,10.3,93.2,92.1
26107,9545,0.0683315990287895,7,0.678396186737698,0.0155468433148574,0.104984618601337,0.00357216934387315,1972.3181818,1979.3181818,777.58928571,1612.7777778,0.0580124869927159,0.0495636246094171,4.66185357505749,0.581412103746398,0.337196120418189,0.00112926643774055,1,0.1413578222,0.0228589826,35.406310805,25.550016739,0.732942363475848,0.137546712122205,0.19,0.34,0.27,0.21,0.15,3894,0.43,0.33,587,8.9,0.79,0.29,152,republican,81.4,18.1,1.8,4.8,0.9,3.1,22.7,3,2.3,77.1,73.5,70.3,0.7,0.2,0.5,1.5,1.8,26.7,16.1,73.3,90.2,59964,36.9,45018,20605,31549,0.6,0.3,0,23431,2.55,43251,21.2,9.6,23.9,2.3,6.6,0.5,4.8,5.1,8.2,92.9,91.2
26111,9878,0.0710566101125483,8.1,0.829030599433211,0.0129814626849725,0.0606331032895288,0.00269748594310103,1083.2597403,1459.8070175,418.13567839,756.44545455,0.0499316005471956,0.0398414222747531,4.48742333669746,0.387792488966608,0.253685158096095,0.0010190502451715,0,0.0929150405,0.0128869797,55.255919866,30.964133154,0.756151336096658,0.0937406229370461,0.15,0.38,0.21,0.21,0.11,3732,0.45,0.51,126,9.4,0.85,0.25,123,republican,78.5,18,2.8,5.5,2.3,2.9,35.2,1.4,2.7,83,78.5,77.2,1.5,0.4,0.3,1.7,1.3,23.4,8.2,76.6,94.2,86910,41.8,62625,30833,41519,0.4,0.7,0.1,36142,2.4,83355,10.4,6.8,12.3,2,4.3,0.3,2.7,2.2,7.4,93.2,91.5
26115,11042,0.0717676096449592,8.2,0.7872925451089,0.0184118647608248,0.0551667984423205,0.00236553535272538,3401.1136364,2350.609375,606.60887097,1979.4605263,0.0737910298170885,0.0418267009833036,4.08030613739564,0.424079268844448,0.283885890516577,8.2860560377951e-4,0,0.1031417228,0.0112791592,55.127352318,30.182398159,0.800840095143305,0.105155348997332,0.17,0.38,0.28,0.2,0.11,5823,0.4,0.49,240,11,0.87,0.36,95,republican,78.4,17.5,2,5.2,0.6,2.99,20.5,2.4,3.6,81.4,76.9,76.8,0.5,0.3,0.7,1.6,1.7,20.3,7.6,79.7,91.4,77703,42.6,62203,31107,43689,0.2,0.4,0,31481,2.47,149727,11.1,7.2,15.6,2.1,4.2,0.1,2.3,1.7,8.5,94.2,91.3
26117,10474,0.0695462651079849,8,0.661883110732216,0.0285456051818935,0.0376699891399072,0.00295830055074744,2444.2307692,2132.2666667,507.68253968,999.5,0.10990813648294,0.0422841890847791,4.02729435916577,0.588442630553752,0.346058677978084,0.0012588512981904,0,0.1175824176,0.0153979614,57.595196175,23.210512458,0.781911535709777,0.11140606640846,0.2,0.36,0.25,0.2,0.13,3878,0.45,0.31,377,10,0.83,0.45,23,republican,77.5,17.1,1.8,5.7,0.4,3.02,13.3,2.2,3.5,73.4,66,68.6,0.4,0.5,0.1,1.5,2.1,21.9,13.4,78.1,88.7,61868,40.7,49448,25605,33606,0.5,0.4,0.1,24200,2.54,63413,14.4,8.3,20,1.8,7.6,0.5,6.5,7.5,7.9,94.6,91.8
26121,10133,0.097520999795124,6.5,0.768218458893767,0.032279792746114,0.169599955484703,0.00796808161526371,1638.6132075,1483.6581197,475.58356164,764.70484581,0.0729021789522485,0.0454882602690675,4.31059499693786,0.615597164151972,0.39570613552197,0.00107661218356526,0,0.1279550597,0.0203342833,72.786704134,63.219444551,0.745454822536156,0.113567980944023,0.2,0.36,0.24,0.2,0.15,3412,0.49,0.52,440,10.3,0.84,0.23,225,democrat,76.7,16.5,2,6.1,0.6,3.04,19.7,13.6,5.7,78.9,71.1,74,0.5,0.3,0.3,1,2.3,25.3,6.6,74.7,91.3,65499,39.3,50854,26491,34583,0.8,0.5,0,25435,2.53,173297,15.5,8.1,22.1,3.7,4.9,0.3,2.3,1.4,8.9,80.8,76.4
26123,9221,0.0734284204965663,8.3,0.7884028064383,0.0274837331261532,0.0229919104828725,0.00279839144314083,2539.0526316,1746.1428571,537.27472527,1137.0232558,0.0761353517364203,0.0433720481721168,4.3363321103684,0.625851248497797,0.277507123816527,0.00138883130881804,0,0.1211120286,0.0247349823,47.390678099,19.327560561,0.823538696269795,0.123002500271769,0.19,0.35,0.26,0.19,0.12,3490,0.46,0.33,306,9.6,0.79,0.42,21,republican,77.4,18.8,1.9,5.8,0.4,2.99,16.6,1.2,5.8,72.9,69.8,69.9,0.2,0.2,0.3,1.9,3.9,16.1,20.7,83.9,88.1,64330,42.4,50326,25457,34119,0.9,2.7,0,25451,2.48,48366,16.6,9.5,25.4,1.8,6.3,0.1,6.4,5.8,9.8,93,90.5
26125,12070,0.0824328496449522,8.2,0.94452336318014,0.0098091001071301,0.0520955622308423,0.00332337732524488,716.81146132,928.61430678,291.14473988,770.15351682,0.051332275714702,0.0334884358893698,4.68888472235243,0.329387137149447,0.235345127252475,8.0506157481876e-4,0,0.1258773268,0.0118576677,64.265230622,50.303828602,0.707906076686749,0.120178875430694,0.12,0.25,0.19,0.2,0.11,5392,0.43,0.5,178,11.1,0.86,0.42,830,democrat,78.8,16.4,2.1,5.4,7.5,3.1,47.2,13.6,4.1,89.2,84.9,84.6,4.5,2.6,2.8,6.2,3.1,29,2.7,71,94.1,108755,40.9,79698,39352,52226,0.3,0.8,0,44629,2.46,1253185,8.2,6.7,10,2.8,4.4,0.3,2.6,2.2,5.5,75,72
26139,9250,0.0602362883753018,8.3,0.885660024033268,0.0108080227882823,0.0930840664553963,0.00325438311631626,1499.3874346,1760.569697,570.7151277,1815.5875,0.0283749338719761,0.0281572257512445,3.69765337327592,0.362045524319109,0.21156081120344,0.00116277851688124,1,0.0957009154,0.0190407944,66.452321855,47.390269082,0.78355709670727,0.0900352193937448,0.14,0.27,0.21,0.22,0.08,3286,0.47,0.53,243,11.4,0.83,0.24,159,republican,75.8,14.6,2.1,6.2,2.7,3.15,34.1,1.5,9.8,86.4,82.8,82,2,1.5,0.3,1.8,7,22.3,6.3,77.7,93,87410,35.2,69314,30688,41484,0.3,3,0,31872,2.7,286558,8.5,5.3,8.1,2.8,3.8,0.2,2.3,1.7,5.9,89.6,83.8
26145,10934,0.0952956903685785,7,0.705568794368758,0.0266974714414068,0.103909763200096,0.00695551595861077,1214.7721519,1353.1914894,377.82178218,785.18518519,0.0993940490187212,0.0478071134958376,4.578031833637209,0.578943485317987,0.412198046941922,0.00120353871643377,1,0.1317353537,0.0136661106,65.417258133,58.13819879,0.715695249720273,0.131921184844044,0.18,0.37,0.26,0.19,0.15,6526,0.49,0.47,634,10,0.83,0.24,343,democrat,78.5,18.7,2.5,5.7,1.2,2.92,20.8,18.6,8.5,78.7,69.4,72.1,0.6,0.9,0.4,1.8,2.9,28.7,3.4,71.3,89.4,67221,40.9,48000,25778,33379,0.3,1.4,0,28030,2.35,191821,18,8.1,25.8,3.2,4.5,0.1,2.3,1.7,8.1,75.2,69.4
26155,10029,0.0747644818600922,7.8,0.685129090703205,0.0204647722369475,0.0793992147421017,0.00306811208836163,2138.9375,2435.4285714,655.69230769,1585.8604651,0.0953367875647668,0.0431962836716841,3.84847409510291,0.48500526131182,0.305872701169071,0.00116880460509014,0,0.1048951049,0.0112809316,70.765324243,33.681838489,0.753361450560542,0.0879559481133819,0.18,0.38,0.29,0.2,0.12,4251,0.46,0.51,264,10.3,0.82,0.42,22,republican,78.6,17.8,1.9,5.2,0.3,2.92,17,0.7,2.9,79.6,72.8,75.9,0.4,0.2,0.2,1,1.1,24.4,4.6,75.6,92.2,69435,42.4,56032,29626,37587,0.3,0.2,0,28437,2.45,68340,10.3,5.2,13.6,1.9,4.8,0,1.9,1.4,8.9,96.6,94.1
26147,10494,0.0761975217310893,7.3,0.728962217860648,0.0211826498513751,0.131998507531894,0.00286790084719172,2096.7105263,1731.923913,409.6066838,1373.5948276,0.0818378515973018,0.0474412098498245,4.2873865845755,0.449739420471128,0.322961119013751,9.0994665829934e-4,0,0.1286530484,0.0119324345,70.503979837,43.017374344,0.767811125684747,0.116546170761418,0.18,0.34,0.26,0.2,0.12,5988,0.36,0.46,319,11,0.84,0.42,128,republican,78.9,18.2,2.2,5,0.6,2.95,18.6,2.2,3.4,82.5,74.4,75.9,0.4,0.4,0.3,2,1.5,22.7,6.5,77.3,90.8,74614,43.8,56951,28654,38507,0.2,0.6,0,30703,2.43,159247,12.7,7,18.8,2.8,4.9,0.1,2.3,2,9,93.5,91.1
26149,8919,0.0757959479015919,8.1,0.585871604535443,0.0361061684460261,0.0483645837751856,0.00296979342707598,3385.9444444,3052.15,586.95192308,1969.1290323,0.0934749620637329,0.0373213527663789,3.74922705518614,0.581036898645493,0.308823529411765,0.00127980048238634,1,0.1148899063,0.0273706897,72.437069804,39.980099278,0.741653484306053,0.103486583490002,0.18,0.34,0.32,0.21,0.12,4508,0.43,0.43,301,12.6,0.76,0.3,72,republican,75.3,17.4,1.9,6.6,0.5,2.97,16.2,2.2,7.9,77.4,68.1,73.2,0.2,1.3,0.2,3.6,5.1,25.4,7,74.6,87,65793,39.6,52086,27909,32714,0.3,1.7,0.1,26248,2.49,60836,14.8,7.5,22.5,3.2,8.3,1,6.4,7.8,8.7,92,86.5
26157,10767,0.0644662197008767,8.2,0.603994329702668,0.0225563909774436,0.0134051587006765,0.00272913350011371,3103.7647059,2917.5555556,375.11428571,1382,0.0900233826968044,0.0546521374685666,3.9624886877828094,0.586756756756757,0.256277626257876,0.00125085285421879,0,0.1194542461,0.0184063374,43.947594041,30.65433305,0.821177443816352,0.118162759672194,0.18,0.31,0.3,0.19,0.13,5184,0.43,0.41,273,9.7,0.81,0.42,15,republican,79.3,19.8,2.1,5.2,0.3,2.82,13.5,1,3.4,73.7,71.2,70.9,0.2,0.1,0.2,1.9,1.2,17.6,9.7,82.4,89.3,62669,44.6,49988,25806,32642,0.3,0.3,0,25996,2.38,52939,14.2,9.8,19.9,2,5.2,0.2,2.2,1.4,9.3,96.1,93.3
26159,9247,0.0709761247360728,8.4,0.647853339977445,0.0292909448115735,0.0148430538645126,0.00378219845261635,1982.9736842,2514.9333333,785.91666667,1571.8333333,0.0925153374233129,0.0483730837140215,4.2747384668153,0.534883720930233,0.314457142857143,9.8204451050389e-4,1,0.1145940209,0.0248034934,65.292394694,29.616890999,0.772584703408817,0.102776494009741,0.18,0.34,0.28,0.19,0.12,2884,0.43,0.4,348,11.8,0.8,0.33,51,republican,76.5,17.6,1.8,6.1,0.7,3,21.7,3.3,11.5,77.8,72.6,75.3,0.6,1.6,0.2,1.2,7.4,23,13.1,77,87.1,71382,41.6,54485,27226,35167,1,4.5,0,28049,2.51,75358,14.9,9.3,22.1,4.2,8.1,0.2,4.6,3.3,8.1,86.2,81.2
26161,10188,0.0759086270507889,7.7,0.901627362663179,0.00654515703831644,0.0603489568289196,0.00456168888574561,578.02987421,565.49237805,188.59328927,326.83964758,0.0336689957528429,0.0304592001890855,5.16992940834,0.326004301822843,0.250596554533814,0.00100373476376871,0,0.1581298283,0.0150717531,58.411477806,41.653065197,0.607103630268882,0.157215949317198,0.12,0.25,0.15,0.21,0.13,3603,0.45,0.56,303,11,0.72,0.34,587,democrat,81.2,13.4,1.6,4.9,9.1,3.06,55.9,11.9,4.7,88.9,87.2,85.5,6.3,2.7,1.8,5.7,3.6,38.9,3.7,61.1,95.3,101787,33.6,72586,33914,49091,0.4,0.8,0,41399,2.45,367000,14,6.7,12,4.2,3.5,0.2,1.8,1.1,4.6,73.6,70.1
26163,13383,0.106986886152145,6.7,0.954780444077285,0.029359637040438,0.0433093520732908,0.00891643324422222,1425.704065,1437.6172131,338.85104328,1200.4743326,0.102481591973095,0.0522866932002125,5.75421074404586,0.651683593024568,0.478084815452975,7.2592859554201e-4,0,0.1847196843,0.0218625357,78.59798165,69.218384235,0.620122763221877,0.177591781029881,0.21,0.35,0.27,0.17,0.2,7684,0.39,0.44,1016,11.4,0.81,0.36,1337,democrat,76.2,15.1,2,6.6,3.4,3.33,23.9,38.7,5.9,75.5,69.2,77.1,1.4,2.5,4.3,3.9,4.1,38,1.7,62,86.5,67907,37.9,47301,26659,36588,0.3,1.9,0,27282,2.54,1757299,22.3,12.8,33.7,2.5,6.3,0.7,2.8,1.9,5.9,53.1,49.5
27003,10950,0.0626937885447545,8.7,0.952657445805274,0.0108721530037299,0.0648913651569924,0.00352332137073708,1952.0722222,1586.6053812,619.63747811,1593.7522523,0.0432184708202808,0.0276316726521726,3.4210206253484,0.351905241585328,0.272822526254938,6.801888591326e-4,1,0.0985547973,0.0199984033,47.543264422,33.260525643,0.802062310797175,0.0881499896415993,0.15,0.3,0.2,0.21,0.07,7191,0.42,0.48,127,7.9,0.83,0.44,157,republican,76,13.5,1.3,6.2,4.5,3.19,30.5,6.2,4.6,89.1,84.7,82.9,2.7,2.1,3.2,3,3.1,19.9,3.1,80.1,94,98194,38.5,82175,39688,48356,0.7,1.6,0,36978,2.71,350253,5.9,5.6,7.7,3.3,3.9,0.5,2.3,2,7.4,83.6,81.3
27007,11113,0.0628850647971107,7.7,0.798028891589037,0.0331788846599371,0.0650605819517574,0.00429987315374196,1257.1081081,1377.8529412,280.52095808,836.55357143,0.0727466288147622,0.0410162736632348,4.51184286539573,0.567205598455599,0.466282822995725,0.00116096575151033,0,0.1186996719,0.0227743271,53.559210497,53.377684343,0.671761913033409,0.137079988105858,0.19,0.34,0.23,0.24,0.13,5772,0.45,0.45,257,6.6,0.75,0.18,96,republican,74.8,15.6,1.8,7,0.7,3.12,29.2,1.6,2.4,79.7,75.8,74,0.6,0.2,2.7,1.3,1.3,32.9,9.7,67.1,92.1,65296,34,49160,25619,34820,20.2,0,0.1,25418,2.55,46403,18.9,9.2,24.8,4.5,8.8,0.3,9,6.9,8.1,72.9,71.9
27013,9876,0.0662591204890554,7.1,0.834408635745864,0.00750059340137669,0.158285772421227,0.00606214444626939,999.59701493,1123.7833333,344.01530612,557.24793388,0.0172380019588639,0.025101174367505,4.39021703655352,0.349873359428966,0.312688471352354,0.00131396234303376,0,0.1386258312,0.0093700159,47.912997326,37.859755817999996,0.618934957142303,0.143266589705824,0.16,0.33,0.2,0.25,0.12,7615,0.49,0.58,200,8,0.82,0.15,93,democrat,80.2,13.4,1.9,5.5,2.2,2.86,34.8,3.9,3.6,84.9,84.2,80.6,1.3,1.1,2.1,2.3,2.4,38,4.9,62,94.5,74621,31,57429,27486,40486,0.3,0.5,0,29677,2.41,66795,17.6,7.4,11.8,2.5,3.8,0.1,2.2,1.3,6.5,90.7,87.9
27035,10393,0.0568874441284031,8.7,0.701744,0.0226021684737281,0.0218547944944,0.00268533465789147,947.41176471000006,1272.3333333,339.73298429,913.92957746,0.0547945205479452,0.0392156862745098,4.25484568671492,0.374502804691484,0.297860076374379,0.00144356140568732,0,0.1214749713,0.0085227273,59.966122924,34.300416071,0.758094738420027,0.109490740740741,0.17,0.3,0.22,0.2,0.1,6249,0.52,0.49,200,6.2,0.83,0.21,84,republican,78.2,22,2.6,5.5,0.4,2.86,24.7,0.8,1.5,83,77.8,78.1,0.7,0.1,0.6,1.2,0.9,23.5,4.8,76.5,94.1,76182,44.5,56549,30326,37010,0.9,0.3,0,32368,2.36,64217,10.8,7.4,14.7,1.8,4.6,0.3,2.7,4,10.5,95.8,94.9
27037,10566,0.0657948731978224,8.9,0.972400088319717,0.00980840907604787,0.0512321407570405,0.00357082733650898,1511.6523297,1437.2398649,570.27211796,1865.8903509,0.0399116209101166,0.0253966268476244,3.78939482438987,0.268511349280737,0.262661220351541,8.6543956030928e-4,1,0.0950224802,0.0148070643,46.224326015,31.441671494,0.74327480267759,0.0951836022457134,0.14,0.29,0.18,0.21,0.07,5740,0.46,0.53,141,8.3,0.81,0.35,275,democrat,75.5,13.6,1.6,6.5,4.8,3.12,42.2,6.3,7.1,89.4,86.9,85.1,3,2.7,2.6,3.3,4.8,26,2.3,74,95.1,106727,37.9,86036,42103,51718,0.3,2.8,0.1,41552,2.59,421453,6,5.1,8,3.7,3.5,0.3,2.6,1.6,7,82.1,78.4
27053,10826,0.0735471655506049,8.3,0.995596242705599,0.0144289018614385,0.0480930635581491,0.0065142521229625,848.82983051,1048.6494588,255.773355,621.01972387,0.0354482855536818,0.0248212025991384,4.89347754834481,0.409414385953244,0.292862557410187,0.00110301399973163,1,0.135793019,0.026253974,53.001883075,42.854171349,0.624138985770921,0.13625896812343,0.12,0.23,0.16,0.24,0.11,5751,0.41,0.53,449,8.5,0.73,0.3,897,democrat,77.9,13.7,1.9,6.5,7.1,3.1,50.1,13.3,6.9,87.2,85.7,84.3,4.3,3.7,4.4,4.2,5,37.6,0.3,62.4,93.3,110079,36.5,78167,40502,50559,0.7,3,0,45768,2.4,1245837,10.4,7.5,13.3,3.7,4.9,0.5,3.3,2.6,5.5,72.1,68.8
27067,9498,0.0538687561214496,8.4,0.667653116787803,0.026821742226442,0.083050269310353,0.00318180754743467,1017.6904762,1260.4411765,272.96178344,1260.4411765,0.0610066090493137,0.0292494258893679,4.1951063489525,0.522918902345547,0.297148475909538,0.00191844278595326,1,0.1065145602,0.0209142516,62.756491842,50.598786988,0.73956524342775,0.110413364223875,0.15,0.28,0.22,0.19,0.08,7947,0.5,0.56,175,6.6,0.83,0.15,121,republican,75.6,18.3,2.7,6.8,1,2.98,23.3,5.3,12.1,81.5,74.9,77.3,0.9,3.9,3,1.5,8.3,26,2.9,74,89,76555,39.3,60294,31061,36257,0.3,3.2,0,31039,2.47,42841,10.5,4.8,15.5,1.8,6.6,0.4,6.3,4.7,7.4,88.3,80
27099,11445,0.0669291338582677,8.7,0.733626126701223,0.0242160067804819,0.0445945596660113,0.00363948844967902,2637.7333333,2000.55,909.34090909,1428.9642857,0.140298507462687,0.0267481662591687,4.48691621176674,0.506160313088854,0.338026721479959,0.0014659050700096,0,0.0996740548,0.0168666883,45.496453412,39.393559263,0.735582505483164,0.0821647244716571,0.15,0.32,0.25,0.2,0.09,5850,0.5,0.52,208,8.1,0.78,0.2,122,republican,75,18.4,3.2,6.5,3.7,3.11,22.2,3.9,11.6,79.3,71.9,73.2,3.1,7.4,2.6,1.3,7.9,27,1.9,73,87.6,73382,38.8,54295,30821,37652,0.1,2.7,0.6,29720,2.51,39807,13.5,7.7,18.2,2.1,6.5,0,6.9,9.5,8.6,86.8,78.6
27109,10627,0.0585476956055734,8.9,0.906501303310965,0.0123649616035403,0.0302667654691919,0.00410507971341896,440.14204545,908.5872093,263.98141892,160.94438723,0.0399030924896679,0.0228927606914548,4.19747668678003,0.337954582853382,0.253721010730357,0.00120054218033951,0,0.0910887686,0.0207871869,53.07141643,33.409746744,0.731495803850584,0.101903244738828,0.12,0.27,0.2,0.19,0.08,3966,0.63,0.6,165,8.1,0.73,0.11,270,democrat,75.4,15.1,2.2,7,5.8,3.02,44.9,6.2,4.9,87.1,85.3,81.4,3.9,2.8,3.4,3.3,3.2,27.3,3,72.7,94.6,101733,37.2,76951,40157,49619,0.4,1,0.1,41066,2.45,154809,8.4,5.5,10.4,2.8,3.9,0.2,2.4,2.5,6.9,83.7,80.1
27111,9976,0.0556404102116518,8.5,0.552536516412753,0.0186731304425891,0.0627845597839555,0.0017996400719856,1944.8333333,1434.4390244,744.4556962,1367.7209302,0.0319669048514479,0.0358767214783245,4.03566121842496,0.369661081012977,0.236625349860056,0.00205673151084069,0,0.0975352854,0.0133555927,69.689438571,41.891990405,0.788409147197226,0.108766855246927,0.13,0.31,0.23,0.2,0.09,7983,0.49,0.46,99,6.8,0.78,0.25,49,republican,78.3,23.3,3.4,5.8,0.6,2.83,24.9,1.5,3.5,74.9,72.7,73.6,0.3,0.9,0.9,1.6,2.2,21.7,5.4,78.3,92.1,74388,46.8,58682,31660,38772,0.5,1,0,32059,2.31,58195,9.3,8.9,11.4,1.5,4.8,0.1,5.5,6.9,9.1,94.9,92.6
27123,11055,0.0750055313813703,8,0.998277760301982,0.0202218248043446,0.0532089982915225,0.00612437816392749,913.29,1168.1740977,242.27653016,753.71232877,0.0443647613021163,0.026806179755829,4.70889048827607,0.561653966831017,0.352107508872672,0.00116428881662269,0,0.1424580327,0.0422766188,48.7807338,44.5649351,0.592952565899297,0.143745922947356,0.14,0.26,0.19,0.21,0.12,6119,0.4,0.52,423,9,0.73,0.29,699,democrat,76.7,14.1,2.1,7,14.4,3.29,42.3,12.1,7.5,86.2,81.3,80.8,8.3,5.5,4,3.2,4.9,40.6,1.5,59.4,90.3,88161,35,64660,33150,42257,0.6,2.1,0,35013,2.53,544442,14,7.8,20.6,4.3,5.3,0.4,3.6,2.4,5.3,66.3,61.9
27139,11020,0.0613044480294999,9.3,0.881580567699033,0.00777300488004442,0.0282646115610184,0.00301727389303764,1736.0357143,2497.9830508,995.81756757,3779,0.050242285131344,0.024897367785559,3.7302978416617902,0.233860342555995,0.171383021123954,6.7202918526747e-4,1,0.0875665318,0.0159049942,45.177509384,34.134468341,0.82312925170068,0.0849247172994023,0.12,0.29,0.19,0.24,0.06,5836,0.45,0.52,99,7.6,0.83,0.4,119,republican,72.1,10.4,1.3,7,6.1,3.32,39.9,4.3,5.1,91.1,89.1,86.9,4.3,2.4,2.1,3.9,4.6,17.2,1.2,82.8,94.7,120908,36.5,102152,43988,54614,0.5,2.3,0,42155,2.9,145275,5.5,6.6,7.3,2.9,3.7,0.2,3,2.7,5.2,84,81.2
27141,10837,0.0579519655872864,8.9,0.885286839399315,0.0108676046176046,0.0561877037684042,0.00270698953156392,2488.6842105,2286.5714286,589.17791411,2233.3953488,0.0590419606386929,0.0315473887814313,3.36387530116084,0.226366760387379,0.226772665221232,8.5650840647139e-4,0,0.0777832271,0.0193307342,72.553805096,34.629160884,0.826480133598009,0.0843430970327259,0.15,0.3,0.2,0.25,0.07,7006,0.44,0.48,104,7.3,0.84,0.52,53,republican,73.4,10.9,1.2,6.6,1.3,3.22,26.6,2.5,2.6,89.2,85.1,84.9,1.3,0.6,1.3,1.8,2.5,16.4,1.5,83.6,94.6,101255,36,89250,39364,47868,0.6,1.3,0,35439,2.87,94463,6.4,5.8,8.4,2,2.7,0.1,1.3,0.8,7.5,92.4,91.2
27137,9730,0.0674294761082326,7.8,0.824433390268996,0.0137249979077747,0.0862228796410057,0.00444,787.4015748,1141.4514286,379.76045627,684.0890411,0.0515551048005409,0.0368292515472209,4.5762257747611,0.392048591938156,0.325929078768854,0.00156,0,0.1160862355,0.0139901246,65.599130515,41.619135464,0.709109803372099,0.114419950267789,0.17,0.28,0.22,0.24,0.12,5668,0.44,0.49,239,7.7,0.79,0.2,121,democrat,80.9,18.8,2.6,5.1,1,2.82,29.3,1.6,1.7,79.4,74.6,74.6,0.7,0.4,1.2,1.5,1.3,28.7,3.6,71.3,94.5,72344,41.1,55646,29063,40207,1.8,0.5,0,31537,2.22,199759,14.1,7.9,14.5,3,3.5,0.1,2,1.3,8.7,92.1,91.1
27145,10663,0.0650598952729359,8.3,0.758725986112771,0.0108833092485549,0.0499212720370149,0.00373838881778206,1011.6794872,1316.1652893,321.08064516,607.84732824,0.0368312572811184,0.0294045658849183,4.05272881794332,0.396412853940048,0.288644196015802,0.00144466550924459,0,0.1067086504,0.0230522576,64.968206312,47.03940972,0.689714897013126,0.107335022737529,0.15,0.29,0.22,0.25,0.11,6536,0.51,0.45,199,7,0.8,0.22,129,republican,76.9,14.6,2.1,6.4,2.1,3.08,27.5,6.4,3.4,82.3,78.8,79.4,1.7,2.5,3.2,2.1,2.9,31.9,2.1,68.1,91.7,80105,34.4,62789,30470,41322,0.2,1.3,0,30994,2.53,158452,12.9,6.8,16.8,2.1,3.6,0,2.2,2.2,7.8,87.8,86
27163,10910,0.0615400264469535,8.9,0.943725434205664,0.00696086817960717,0.0668976821564148,0.00291400752102611,925.44404332,1364.2157895,401.8620155,1205.5860465,0.0156318480642805,0.0250609266485413,3.6079699515491,0.209019150558371,0.228574621623348,8.7381216159283e-4,0,0.090308006,0.0132559159,44.220614145,32.597196856,0.81594479739011,0.088568575522077,0.11,0.25,0.16,0.2,0.06,5573,0.43,0.54,94,8.5,0.83,0.4,150,democrat,75.4,14.4,1.6,6,5.8,3.16,44.3,4.6,4.2,90.8,87.6,85.1,3.4,1.1,1.5,2.9,3.2,18.9,1.5,81.1,96.1,122320,39.5,96671,44418,54651,0.4,0.8,0.1,45822,2.67,255938,4.3,4.5,5.1,3,3,0.2,2.4,1.8,6.9,85.4,82.7
